sequence_id,frame_id,person_id,lean_flag,look_flag,phone_flag,lean_angle,head_turn_angle,confidence,behavior,label,timestamp
11,28,person_011,0,0,0,-3.05,-3.17,0.974,normal,normal,0.924
11,29,person_011,0,0,0,-0.95,1.99,0.989,normal,normal,0.9570000000000001
12,0,person_012,0,0,0,-1.33,-10.15,0.985,normal,normal,0.0
12,1,person_012,0,0,0,1.36,-3.41,0.975,normal,normal,0.033
12,2,person_012,0,0,0,0.93,-3.79,0.976,normal,normal,0.066
12,3,person_012,0,0,0,-1.29,-2.54,0.99,normal,normal,0.099
12,4,person_012,0,0,0,1.54,2.78,0.961,normal,normal,0.132
12,5,person_012,0,1,0,0.64,4.43,0.974,normal,normal,0.165
12,6,person_012,0,0,0,1.21,3.67,0.976,normal,normal,0.198
12,7,person_012,0,0,0,1.53,-2.28,0.997,normal,normal,0.231
12,8,person_012,0,0,0,0.66,3.17,0.995,normal,normal,0.264
12,9,person_012,0,0,0,0.11,0.17,0.992,normal,normal,0.29700000000000004
12,10,person_012,0,0,0,0.31,1.16,0.982,normal,normal,0.33
12,11,person_012,0,0,0,-0.64,1.54,0.987,normal,normal,0.363
12,12,person_012,0,1,0,-2.83,-0.57,0.968,normal,normal,0.396
12,13,person_012,0,0,0,0.24,1.33,0.982,normal,normal,0.42900000000000005
12,14,person_012,0,0,0,1.1,-1.87,0.998,normal,normal,0.462
12,15,person_012,0,0,0,-0.32,-3.13,0.999,normal,normal,0.495
12,16,person_012,0,0,0,0.28,1.31,0.987,normal,normal,0.528
12,17,person_012,0,0,0,3.85,5.55,0.993,normal,normal,0.561
12,18,person_012,0,0,0,4.1,-2.23,0.976,normal,normal,0.5940000000000001
12,19,person_012,0,0,0,3.68,-4.05,0.999,normal,normal,0.627
12,20,person_012,0,0,0,1.7,-0.71,0.97,normal,normal,0.66
12,21,person_012,0,0,0,1.37,-0.58,0.996,normal,normal,0.6930000000000001
12,22,person_012,0,0,0,0.1,-7.41,0.991,normal,normal,0.726
12,23,person_012,0,0,0,-1.71,-2.94,1.0,normal,normal,0.759
12,24,person_012,1,0,0,1.01,-2.9,0.99,normal,normal,0.792
12,25,person_012,0,0,0,4.13,-3.6,0.996,normal,normal,0.8250000000000001
12,26,person_012,0,0,0,1.38,-8.65,1.0,normal,normal,0.8580000000000001
12,27,person_012,0,0,0,1.92,-3.99,0.987,normal,normal,0.891
12,28,person_012,0,0,0,1.74,-1.83,0.985,normal,normal,0.924
12,29,person_012,0,0,0,2.67,-0.04,0.988,normal,normal,0.9570000000000001
13,0,person_013,1,1,0,-1.46,17.81,0.996,looking_around,looking_around,0.0
13,1,person_013,0,1,0,0.99,21.27,0.987,looking_around,looking_around,0.033
13,2,person_013,0,1,0,1.51,33.76,0.998,looking_around,looking_around,0.066
13,3,person_013,0,0,0,3.99,34.3,0.994,looking_around,looking_around,0.099
13,4,person_013,0,1,0,2.3,28.55,0.999,looking_around,looking_around,0.132
13,5,person_013,0,1,0,3.75,22.22,0.998,looking_around,looking_around,0.165
13,6,person_013,1,1,0,7.28,18.1,0.981,looking_around,looking_around,0.198
13,7,person_013,0,1,0,6.58,14.57,0.982,looking_around,looking_around,0.231
13,8,person_013,0,1,0,8.4,20.12,0.994,looking_around,looking_around,0.264
13,9,person_013,0,1,0,6.57,29.09,0.965,looking_around,looking_around,0.29700000000000004
13,10,person_013,0,1,0,7.64,34.11,0.978,looking_around,looking_around,0.33
13,11,person_013,0,1,0,4.93,25.58,0.984,looking_around,looking_around,0.363
13,12,person_013,1,1,0,7.73,34.94,0.989,looking_around,looking_around,0.396
13,13,person_013,0,1,0,5.38,34.74,0.968,looking_around,looking_around,0.42900000000000005
13,14,person_013,0,1,0,5.06,29.88,0.984,looking_around,looking_around,0.462
13,15,person_013,0,1,0,5.91,30.29,1.0,looking_around,looking_around,0.495
13,16,person_013,0,1,0,5.09,24.0,0.995,looking_around,looking_around,0.528
13,17,person_013,0,0,0,8.38,29.58,0.993,looking_around,looking_around,0.561
13,18,person_013,0,1,0,5.79,29.51,0.969,looking_around,looking_around,0.5940000000000001
13,19,person_013,0,1,0,2.87,38.48,0.955,looking_around,looking_around,0.627
13,20,person_013,0,1,0,0.58,25.25,0.984,looking_around,looking_around,0.66
13,21,person_013,1,1,0,2.37,11.22,0.985,looking_around,looking_around,0.6930000000000001
13,22,person_013,0,1,0,8.57,14.43,0.949,looking_around,looking_around,0.726
13,23,person_013,0,1,0,5.47,29.54,0.961,looking_around,looking_around,0.759
13,24,person_013,0,1,0,4.16,25.62,0.947,looking_around,looking_around,0.792
13,25,person_013,0,0,0,1.59,26.96,0.991,looking_around,looking_around,0.8250000000000001
13,26,person_013,0,1,0,4.62,22.85,0.995,looking_around,looking_around,0.8580000000000001
13,27,person_013,0,1,0,4.17,26.99,0.999,looking_around,looking_around,0.891
13,28,person_013,0,1,0,1.03,34.43,0.982,looking_around,looking_around,0.924
13,29,person_013,0,1,0,2.44,12.88,0.937,looking_around,looking_around,0.9570000000000001
14,0,person_014,0,0,0,20.97,-2.7,0.992,leaning,leaning,0.0
14,1,person_014,0,1,0,22.01,5.72,0.996,leaning,leaning,0.033
14,2,person_014,0,1,0,16.63,7.34,0.953,leaning,leaning,0.066
14,3,person_014,0,1,0,16.16,13.16,0.995,leaning,leaning,0.099
14,4,person_014,1,0,0,13.91,-0.24,0.977,leaning,leaning,0.132
14,5,person_014,1,1,0,12.81,-3.07,0.983,leaning,leaning,0.165
14,6,person_014,1,0,0,16.15,3.09,0.992,leaning,leaning,0.198
14,7,person_014,1,0,0,13.27,4.2,0.991,leaning,leaning,0.231
14,8,person_014,1,1,0,11.61,1.13,0.967,leaning,leaning,0.264
14,9,person_014,1,0,0,8.27,0.94,0.997,leaning,leaning,0.29700000000000004
14,10,person_014,0,1,0,13.09,3.69,0.991,leaning,leaning,0.33
14,11,person_014,1,0,0,13.66,0.1,0.998,leaning,leaning,0.363
14,12,person_014,1,0,0,11.1,-4.25,0.983,leaning,leaning,0.396
14,13,person_014,0,0,0,11.63,-2.83,0.987,leaning,leaning,0.42900000000000005
14,14,person_014,1,1,0,14.27,-0.72,0.967,leaning,leaning,0.462
14,15,person_014,1,1,0,18.99,-0.17,0.98,leaning,leaning,0.495
14,16,person_014,1,0,0,13.93,1.01,0.978,leaning,leaning,0.528
14,17,person_014,1,0,0,17.42,1.63,0.973,leaning,leaning,0.561
14,18,person_014,1,1,0,13.14,5.47,0.963,leaning,leaning,0.5940000000000001
14,19,person_014,1,0,0,14.34,-1.87,1.0,leaning,leaning,0.627
14,20,person_014,1,0,0,11.8,5.74,0.995,leaning,leaning,0.66
14,21,person_014,1,0,0,11.32,7.48,0.987,leaning,leaning,0.6930000000000001
14,22,person_014,0,0,0,13.1,6.48,0.999,leaning,leaning,0.726
14,23,person_014,1,0,0,21.37,4.87,0.984,leaning,leaning,0.759
14,24,person_014,1,0,0,13.22,7.39,0.996,leaning,leaning,0.792
14,25,person_014,1,1,0,13.47,4.5,0.998,leaning,leaning,0.8250000000000001
14,26,person_014,1,0,0,9.5,0.18,0.972,leaning,leaning,0.8580000000000001
14,27,person_014,1,0,0,8.39,6.97,0.994,leaning,leaning,0.891
14,28,person_014,0,1,0,11.72,13.87,0.995,leaning,leaning,0.924
14,29,person_014,1,0,0,15.29,0.01,0.992,leaning,leaning,0.9570000000000001
15,0,person_015,0,1,0,1.43,41.43,0.982,looking_around,looking_around,0.0
15,1,person_015,0,1,0,5.27,26.12,0.997,looking_around,looking_around,0.033
15,2,person_015,1,1,0,6.64,21.74,0.995,looking_around,looking_around,0.066
15,3,person_015,0,1,0,3.4,40.91,0.984,looking_around,looking_around,0.099
15,4,person_015,1,1,0,4.57,33.6,0.976,looking_around,looking_around,0.132
15,5,person_015,0,1,0,7.21,30.65,1.0,looking_around,looking_around,0.165
15,6,person_015,1,1,0,7.08,30.84,0.993,looking_around,looking_around,0.198
15,7,person_015,1,1,0,4.42,27.46,0.969,looking_around,looking_around,0.231
15,8,person_015,0,1,0,5.17,26.09,0.997,looking_around,looking_around,0.264
15,9,person_015,0,1,0,5.56,14.12,0.983,looking_around,looking_around,0.29700000000000004
15,10,person_015,1,1,0,4.95,10.23,0.996,looking_around,looking_around,0.33
15,11,person_015,1,0,0,8.47,20.72,0.995,looking_around,looking_around,0.363
15,12,person_015,0,1,0,3.39,19.4,0.992,looking_around,looking_around,0.396
15,13,person_015,0,1,0,3.85,15.54,0.995,looking_around,looking_around,0.42900000000000005
15,14,person_015,0,1,0,7.97,15.06,0.984,looking_around,looking_around,0.462
15,15,person_015,0,1,0,3.25,28.93,0.998,looking_around,looking_around,0.495
15,16,person_015,0,1,0,2.72,40.81,0.968,looking_around,looking_around,0.528
15,17,person_015,0,1,0,4.7,28.41,0.993,looking_around,looking_around,0.561
15,18,person_015,0,1,0,0.27,36.76,0.972,looking_around,looking_around,0.5940000000000001
15,19,person_015,1,1,0,3.02,25.52,0.988,looking_around,looking_around,0.627
15,20,person_015,0,1,0,1.05,28.39,0.96,looking_around,looking_around,0.66
15,21,person_015,1,1,0,0.95,29.0,1.0,looking_around,looking_around,0.6930000000000001
15,22,person_015,0,1,0,7.57,24.86,0.986,looking_around,looking_around,0.726
15,23,person_015,0,1,0,3.06,35.35,0.993,looking_around,looking_around,0.759
15,24,person_015,0,1,0,1.79,32.34,0.982,looking_around,looking_around,0.792
15,25,person_015,0,1,0,3.09,24.14,0.999,looking_around,looking_around,0.8250000000000001
15,26,person_015,0,1,0,3.67,20.21,0.985,looking_around,looking_around,0.8580000000000001
15,27,person_015,0,1,0,4.22,19.02,0.974,looking_around,looking_around,0.891
15,28,person_015,0,1,0,0.85,30.26,0.986,looking_around,looking_around,0.924
15,29,person_015,0,1,0,5.42,18.1,0.985,looking_around,looking_around,0.9570000000000001
16,0,person_016,0,0,0,-3.05,0.16,0.996,normal,normal,0.0
16,1,person_016,0,0,0,-1.18,-5.34,0.96,normal,normal,0.033
16,2,person_016,0,0,0,-1.48,1.75,0.984,normal,normal,0.066
16,3,person_016,0,0,0,-0.85,5.46,0.992,normal,normal,0.099
16,4,person_016,0,0,0,0.32,-3.0,0.989,normal,normal,0.132
16,5,person_016,0,0,0,-1.34,-0.86,0.986,normal,normal,0.165
16,6,person_016,0,0,0,-1.07,3.09,0.979,normal,normal,0.198
16,7,person_016,0,0,0,0.72,1.31,0.979,normal,normal,0.231
16,8,person_016,0,0,0,1.18,-8.56,0.985,normal,normal,0.264
16,9,person_016,0,0,0,-1.08,1.69,0.984,normal,normal,0.29700000000000004
16,10,person_016,0,0,0,-1.81,-3.69,0.983,normal,normal,0.33
16,11,person_016,0,0,0,0.27,4.0,0.966,normal,normal,0.363
16,12,person_016,0,1,0,2.6,2.54,0.99,normal,normal,0.396
16,13,person_016,0,0,0,-0.02,-4.8,0.984,normal,normal,0.42900000000000005
16,14,person_016,0,0,0,0.04,-4.79,0.954,normal,normal,0.462
16,15,person_016,0,0,0,0.23,2.35,0.98,normal,normal,0.495
16,16,person_016,0,0,0,1.59,3.94,0.992,normal,normal,0.528
16,17,person_016,0,0,0,1.42,-3.36,0.976,normal,normal,0.561
16,18,person_016,0,0,0,1.91,2.27,0.987,normal,normal,0.5940000000000001
16,19,person_016,0,0,0,0.7,2.27,0.989,normal,normal,0.627
16,20,person_016,0,0,0,0.13,2.27,0.985,normal,normal,0.66
16,21,person_016,0,0,0,-1.36,7.05,0.999,normal,normal,0.6930000000000001
16,22,person_016,0,0,0,-0.07,6.97,0.98,normal,normal,0.726
16,23,person_016,0,0,0,-0.41,-1.82,0.98,normal,normal,0.759
16,24,person_016,0,0,0,-1.03,2.16,0.978,normal,normal,0.792
16,25,person_016,0,0,0,2.4,0.89,0.987,normal,normal,0.8250000000000001
16,26,person_016,0,0,0,2.47,-5.04,0.976,normal,normal,0.8580000000000001
16,27,person_016,0,1,0,-0.47,-3.97,0.981,normal,normal,0.891
16,28,person_016,0,0,0,-0.75,-1.76,0.989,normal,normal,0.924
16,29,person_016,0,0,0,-0.44,-4.68,0.99,normal,normal,0.9570000000000001
17,0,person_017,0,0,0,-1.93,-4.79,0.993,normal,normal,0.0
17,1,person_017,0,0,0,-0.65,-2.24,0.982,normal,normal,0.033
17,2,person_017,0,0,0,-2.78,-3.93,0.97,normal,normal,0.066
17,3,person_017,0,0,0,-1.74,-4.41,0.98,normal,normal,0.099
17,4,person_017,0,0,0,-1.53,-0.7,0.989,normal,normal,0.132
17,5,person_017,0,0,0,-0.84,-4.76,0.983,normal,normal,0.165
17,6,person_017,1,0,0,0.88,-5.45,0.984,normal,normal,0.198
17,7,person_017,0,0,0,2.42,1.93,0.995,normal,normal,0.231
17,8,person_017,0,0,0,1.5,1.77,0.992,normal,normal,0.264
17,9,person_017,0,0,0,-1.41,-0.27,0.999,normal,normal,0.29700000000000004
17,10,person_017,0,0,0,0.38,-0.3,0.978,normal,normal,0.33
17,11,person_017,0,0,0,-0.35,-0.17,0.997,normal,normal,0.363
17,12,person_017,0,0,0,-0.29,2.84,0.991,normal,normal,0.396
17,13,person_017,0,1,0,-2.34,6.98,0.972,normal,normal,0.42900000000000005
17,14,person_017,0,0,0,-1.41,3.02,0.994,normal,normal,0.462
17,15,person_017,0,1,0,-0.75,-1.84,0.986,normal,normal,0.495
17,16,person_017,0,0,0,-0.32,-3.06,0.986,normal,normal,0.528
17,17,person_017,0,1,0,1.99,0.83,0.991,normal,normal,0.561
17,18,person_017,0,0,0,1.27,-4.08,0.983,normal,normal,0.5940000000000001
17,19,person_017,0,1,0,1.62,1.17,0.996,normal,normal,0.627
17,20,person_017,0,0,0,-0.61,-4.48,0.994,normal,normal,0.66
17,21,person_017,0,0,0,0.83,-6.03,0.986,normal,normal,0.6930000000000001
17,22,person_017,0,0,0,3.04,-4.49,0.989,normal,normal,0.726
17,23,person_017,0,1,0,2.12,-1.26,0.962,normal,normal,0.759
17,24,person_017,0,0,0,-0.05,4.67,0.975,normal,normal,0.792
17,25,person_017,0,0,0,1.12,4.17,0.993,normal,normal,0.8250000000000001
17,26,person_017,0,0,0,-0.13,-0.89,0.978,normal,normal,0.8580000000000001
17,27,person_017,0,0,0,-1.19,-5.0,0.974,normal,normal,0.891
17,28,person_017,0,0,0,0.41,-2.39,0.997,normal,normal,0.924
17,29,person_017,0,0,0,0.58,-1.52,0.983,normal,normal,0.9570000000000001
18,0,person_018,1,1,0,17.09,6.78,0.997,leaning,leaning,0.0
18,1,person_018,1,0,0,16.2,-4.14,0.993,leaning,leaning,0.033
18,2,person_018,1,1,0,11.73,2.92,0.998,leaning,leaning,0.066
18,3,person_018,1,1,0,20.13,-0.7,0.992,leaning,leaning,0.099
18,4,person_018,1,1,0,16.91,-8.76,0.972,leaning,leaning,0.132
18,5,person_018,1,0,0,17.67,-6.76,0.986,leaning,leaning,0.165
18,6,person_018,0,0,0,8.48,5.88,0.973,leaning,leaning,0.198
18,7,person_018,1,0,0,4.89,1.77,0.974,leaning,leaning,0.231
18,8,person_018,1,0,0,13.89,12.96,0.995,leaning,leaning,0.264
18,9,person_018,1,0,0,11.46,6.32,0.984,leaning,leaning,0.29700000000000004
18,10,person_018,1,0,0,13.48,2.89,0.946,leaning,leaning,0.33
18,11,person_018,1,0,0,15.45,0.61,0.985,leaning,leaning,0.363
18,12,person_018,1,0,0,11.3,4.88,0.975,leaning,leaning,0.396
18,13,person_018,0,0,0,14.35,-10.22,0.996,leaning,leaning,0.42900000000000005
18,14,person_018,1,0,0,15.97,-4.73,0.998,leaning,leaning,0.462
18,15,person_018,1,0,0,18.87,-2.96,0.981,leaning,leaning,0.495
18,16,person_018,1,0,0,16.83,-4.02,0.996,leaning,leaning,0.528
18,17,person_018,0,0,0,13.23,-7.24,0.986,leaning,leaning,0.561
18,18,person_018,1,0,0,13.82,-5.63,0.965,leaning,leaning,0.5940000000000001
18,19,person_018,1,0,0,13.66,-2.86,0.958,leaning,leaning,0.627
18,20,person_018,1,0,0,15.54,7.61,0.972,leaning,leaning,0.66
18,21,person_018,1,0,0,16.61,-4.12,0.999,leaning,leaning,0.6930000000000001
18,22,person_018,1,0,0,12.96,1.73,0.997,leaning,leaning,0.726
18,23,person_018,1,0,0,13.98,3.55,0.971,leaning,leaning,0.759
18,24,person_018,1,0,0,21.22,7.28,0.998,leaning,leaning,0.792
18,25,person_018,1,1,0,12.61,-1.35,0.98,leaning,leaning,0.8250000000000001
18,26,person_018,1,1,0,17.26,-1.28,0.973,leaning,leaning,0.8580000000000001
18,27,person_018,1,0,0,15.79,6.09,0.992,leaning,leaning,0.891
18,28,person_018,1,0,0,18.48,-4.32,0.998,leaning,leaning,0.924
18,29,person_018,1,0,0,15.86,-5.87,0.988,leaning,leaning,0.9570000000000001
19,0,person_019,0,1,0,7.54,12.67,0.989,looking_around,looking_around,0.0
19,1,person_019,0,1,0,7.08,23.12,0.989,looking_around,looking_around,0.033
19,2,person_019,0,1,0,6.36,13.48,0.998,looking_around,looking_around,0.066
19,3,person_019,0,1,0,4.85,19.24,0.985,looking_around,looking_around,0.099
19,4,person_019,0,0,0,5.66,25.49,0.991,looking_around,looking_around,0.132
19,5,person_019,1,1,0,1.97,30.44,0.988,looking_around,looking_around,0.165
19,6,person_019,0,0,0,1.96,24.92,0.999,looking_around,looking_around,0.198
19,7,person_019,0,1,0,3.81,32.55,0.974,looking_around,looking_around,0.231
19,8,person_019,0,1,0,5.95,36.57,0.992,looking_around,looking_around,0.264
19,9,person_019,0,1,0,7.58,30.22,0.979,looking_around,looking_around,0.29700000000000004
19,10,person_019,0,0,0,5.04,37.51,0.984,looking_around,looking_around,0.33
19,11,person_019,0,1,0,8.23,31.33,0.958,looking_around,looking_around,0.363
19,12,person_019,0,0,0,7.28,33.1,0.988,looking_around,looking_around,0.396
19,13,person_019,0,1,0,5.94,20.02,0.97,looking_around,looking_around,0.42900000000000005
19,14,person_019,0,1,0,9.4,23.53,0.98,looking_around,looking_around,0.462
19,15,person_019,0,1,0,9.14,33.18,0.966,looking_around,looking_around,0.495
19,16,person_019,1,1,0,10.41,23.74,0.993,looking_around,looking_around,0.528
19,17,person_019,1,1,0,7.34,35.5,0.983,looking_around,looking_around,0.561
19,18,person_019,0,1,0,5.79,32.06,0.949,looking_around,looking_around,0.5940000000000001
19,19,person_019,1,1,0,4.61,29.82,0.996,looking_around,looking_around,0.627
19,20,person_019,0,1,0,3.9,25.39,0.999,looking_around,looking_around,0.66
19,21,person_019,1,1,0,3.72,17.2,0.988,looking_around,looking_around,0.6930000000000001
19,22,person_019,0,1,0,5.94,17.03,0.982,looking_around,looking_around,0.726
19,23,person_019,0,1,0,3.96,24.38,0.984,looking_around,looking_around,0.759
19,24,person_019,0,1,0,3.6,23.44,0.996,looking_around,looking_around,0.792
19,25,person_019,1,1,0,3.01,23.29,0.969,looking_around,looking_around,0.8250000000000001
19,26,person_019,0,1,0,3.87,22.8,0.999,looking_around,looking_around,0.8580000000000001
19,27,person_019,0,1,0,5.67,15.92,0.979,looking_around,looking_around,0.891
19,28,person_019,0,1,0,3.58,13.2,0.991,looking_around,looking_around,0.924
19,29,person_019,0,1,0,4.95,18.57,0.981,looking_around,looking_around,0.9570000000000001
20,0,person_020,1,1,1,12.29,-29.29,0.993,phone_use,phone_use,0.0
20,1,person_020,1,1,1,11.53,-27.27,0.984,phone_use,phone_use,0.033
20,2,person_020,1,1,1,13.02,-21.76,0.998,phone_use,phone_use,0.066
20,3,person_020,1,0,1,9.13,-10.7,0.986,phone_use,phone_use,0.099
20,4,person_020,0,1,1,8.96,-8.98,0.999,phone_use,phone_use,0.132
20,5,person_020,0,1,1,5.75,-15.57,0.979,phone_use,phone_use,0.165
20,6,person_020,0,1,1,13.1,-16.71,0.995,phone_use,phone_use,0.198
20,7,person_020,0,1,1,10.09,-17.48,0.946,phone_use,phone_use,0.231
20,8,person_020,0,1,1,14.16,-22.28,0.996,phone_use,phone_use,0.264
20,9,person_020,1,1,1,8.18,-14.71,0.991,phone_use,phone_use,0.29700000000000004
20,10,person_020,1,0,0,6.36,-13.68,0.976,phone_use,phone_use,0.33
20,11,person_020,1,1,1,7.47,-12.36,0.991,phone_use,phone_use,0.363
20,12,person_020,1,1,1,10.39,-15.93,0.983,phone_use,phone_use,0.396
20,13,person_020,1,0,1,7.63,-7.7,0.986,phone_use,phone_use,0.42900000000000005
20,14,person_020,1,1,1,9.2,-17.9,0.981,phone_use,phone_use,0.462
20,15,person_020,1,0,1,7.89,-6.96,0.996,phone_use,phone_use,0.495
20,16,person_020,1,1,1,7.89,-4.81,0.992,phone_use,phone_use,0.528
20,17,person_020,1,1,1,10.44,1.55,0.996,phone_use,phone_use,0.561
20,18,person_020,0,1,1,4.3,-0.38,0.994,phone_use,phone_use,0.5940000000000001
20,19,person_020,1,1,1,9.09,-9.22,0.982,phone_use,phone_use,0.627
20,20,person_020,1,1,1,8.47,-6.23,0.989,phone_use,phone_use,0.66
20,21,person_020,0,1,1,10.54,-8.21,0.998,phone_use,phone_use,0.6930000000000001
20,22,person_020,1,1,1,10.44,-5.71,0.986,phone_use,phone_use,0.726
20,23,person_020,1,1,0,12.22,-9.38,0.996,phone_use,phone_use,0.759
20,24,person_020,1,1,1,13.1,-15.87,0.982,phone_use,phone_use,0.792
20,25,person_020,1,0,1,13.6,-9.71,0.979,phone_use,phone_use,0.8250000000000001
20,26,person_020,0,0,1,9.39,-14.7,0.967,phone_use,phone_use,0.8580000000000001
20,27,person_020,1,0,0,8.72,-17.53,0.977,phone_use,phone_use,0.891
20,28,person_020,0,1,1,10.52,-22.19,0.998,phone_use,phone_use,0.924
20,29,person_020,1,1,1,1.78,-12.54,0.984,phone_use,phone_use,0.9570000000000001
21,0,person_021,0,0,0,10.26,13.98,0.981,leaning,leaning,0.0
21,1,person_021,0,0,0,12.75,10.55,0.978,leaning,leaning,0.033
21,2,person_021,1,1,0,12.47,-2.75,0.976,leaning,leaning,0.066
21,3,person_021,1,0,0,13.34,-11.02,0.995,leaning,leaning,0.099
21,4,person_021,1,1,0,9.71,7.82,0.982,leaning,leaning,0.132
21,5,person_021,1,0,0,13.78,5.39,0.996,leaning,leaning,0.165
21,6,person_021,0,0,0,17.2,3.23,0.967,leaning,leaning,0.198
21,7,person_021,1,0,0,12.3,0.28,0.998,leaning,leaning,0.231
21,8,person_021,1,0,0,19.5,3.46,0.999,leaning,leaning,0.264
21,9,person_021,1,1,0,15.61,2.48,0.975,leaning,leaning,0.29700000000000004
21,10,person_021,1,0,0,8.51,-4.07,0.992,leaning,leaning,0.33
21,11,person_021,1,0,0,19.66,1.5,0.969,leaning,leaning,0.363
21,12,person_021,1,0,0,16.07,7.87,0.974,leaning,leaning,0.396
21,13,person_021,0,0,0,10.43,-6.15,0.943,leaning,leaning,0.42900000000000005
21,14,person_021,0,1,0,17.83,-4.44,0.992,leaning,leaning,0.462
21,15,person_021,1,0,0,19.89,-0.27,0.991,leaning,leaning,0.495
21,16,person_021,1,1,0,7.76,-3.77,0.991,leaning,leaning,0.528
21,17,person_021,0,0,0,9.39,-3.05,0.997,leaning,leaning,0.561
21,18,person_021,1,1,0,15.45,-0.04,0.988,leaning,leaning,0.5940000000000001
21,19,person_021,1,0,0,15.92,6.48,0.993,leaning,leaning,0.627
21,20,person_021,0,0,0,10.48,-2.03,0.994,leaning,leaning,0.66
21,21,person_021,1,0,0,10.9,-3.72,0.996,leaning,leaning,0.6930000000000001
21,22,person_021,1,1,0,14.88,-2.98,0.998,leaning,leaning,0.726
21,23,person_021,1,0,0,13.11,-9.38,0.994,leaning,leaning,0.759
21,24,person_021,1,0,0,15.22,1.07,0.975,leaning,leaning,0.792
21,25,person_021,1,0,0,21.02,-3.78,0.964,leaning,leaning,0.8250000000000001
21,26,person_021,1,0,0,17.63,-2.53,0.976,leaning,leaning,0.8580000000000001
21,27,person_021,1,0,0,16.28,-1.8,0.994,leaning,leaning,0.891
21,28,person_021,0,0,0,8.56,0.26,0.964,leaning,leaning,0.924
21,29,person_021,1,1,0,15.73,-0.45,0.992,leaning,leaning,0.9570000000000001
22,0,person_022,0,1,0,9.04,20.26,0.999,looking_around,looking_around,0.0
22,1,person_022,0,1,0,5.51,26.68,0.977,looking_around,looking_around,0.033
22,2,person_022,0,1,0,0.43,34.33,0.993,looking_around,looking_around,0.066
22,3,person_022,0,1,0,2.92,21.92,0.996,looking_around,looking_around,0.099
22,4,person_022,1,1,0,2.0,26.49,0.993,looking_around,looking_around,0.132
22,5,person_022,0,0,0,3.03,21.29,0.998,looking_around,looking_around,0.165
22,6,person_022,1,1,0,3.66,23.32,0.996,looking_around,looking_around,0.198
22,7,person_022,0,1,0,4.66,25.17,0.99,looking_around,looking_around,0.231
22,8,person_022,0,0,0,1.26,27.44,0.98,looking_around,looking_around,0.264
22,9,person_022,0,1,0,5.84,21.32,0.999,looking_around,looking_around,0.29700000000000004
22,10,person_022,0,1,0,4.01,28.48,0.987,looking_around,looking_around,0.33
22,11,person_022,0,1,0,3.55,12.15,0.988,looking_around,looking_around,0.363
22,12,person_022,0,1,0,5.99,15.72,1.0,looking_around,looking_around,0.396
22,13,person_022,0,1,0,3.92,26.93,0.953,looking_around,looking_around,0.42900000000000005
22,14,person_022,1,1,0,5.95,30.58,0.997,looking_around,looking_around,0.462
22,15,person_022,0,1,0,4.93,38.56,0.983,looking_around,looking_around,0.495
22,16,person_022,1,1,0,8.27,23.05,0.989,looking_around,looking_around,0.528
22,17,person_022,0,1,0,3.59,22.23,0.988,looking_around,looking_around,0.561
22,18,person_022,0,1,0,6.18,16.15,0.99,looking_around,looking_around,0.5940000000000001
22,19,person_022,0,1,0,7.4,25.72,0.986,looking_around,looking_around,0.627
22,20,person_022,0,1,0,4.93,23.77,0.988,looking_around,looking_around,0.66
22,21,person_022,0,1,0,7.32,22.67,0.963,looking_around,looking_around,0.6930000000000001
22,22,person_022,0,1,0,1.84,18.81,0.977,looking_around,looking_around,0.726
22,23,person_022,0,0,0,4.49,29.64,0.989,looking_around,looking_around,0.759
22,24,person_022,0,1,0,6.24,21.32,0.988,looking_around,looking_around,0.792
22,25,person_022,1,1,0,4.54,20.72,0.982,looking_around,looking_around,0.8250000000000001
22,26,person_022,0,1,0,8.27,30.14,0.966,looking_around,looking_around,0.8580000000000001
22,27,person_022,0,1,0,9.82,31.64,0.979,looking_around,looking_around,0.891
22,28,person_022,0,1,0,4.75,31.96,0.979,looking_around,looking_around,0.924
22,29,person_022,1,1,0,5.61,25.08,0.958,looking_around,looking_around,0.9570000000000001
23,0,person_023,1,1,1,18.89,26.14,0.998,cheating,cheating,0.0
23,1,person_023,1,1,1,18.52,37.3,0.975,cheating,cheating,0.033
23,2,person_023,0,1,0,26.37,48.58,0.985,cheating,cheating,0.066
23,3,person_023,1,1,1,21.91,34.12,0.985,cheating,cheating,0.099
23,4,person_023,1,1,1,28.56,33.29,0.998,cheating,cheating,0.132
23,5,person_023,1,1,0,23.21,23.59,0.986,cheating,cheating,0.165
23,6,person_023,1,1,1,25.86,17.61,0.961,cheating,cheating,0.198
23,7,person_023,1,1,0,24.73,28.23,0.987,cheating,cheating,0.231
23,8,person_023,1,1,0,19.83,31.79,0.974,cheating,cheating,0.264
23,9,person_023,1,1,0,16.77,31.21,0.989,cheating,cheating,0.29700000000000004
23,10,person_023,1,1,1,24.99,17.02,0.972,cheating,cheating,0.33
23,11,person_023,1,1,1,19.0,38.02,0.95,cheating,cheating,0.363
23,12,person_023,1,0,1,17.34,40.93,0.984,cheating,cheating,0.396
23,13,person_023,1,1,1,12.35,36.12,0.981,cheating,cheating,0.42900000000000005
23,14,person_023,1,1,1,22.06,38.72,1.0,cheating,cheating,0.462
23,15,person_023,1,1,1,25.17,50.14,0.98,cheating,cheating,0.495
