image_id,image_file,width,height,lean_flag,look_flag,phone_flag,lean_angle,head_turn_angle,confidence,person_id,frame_id,label
145,IMG_8654_jpg.rf.35b258ccd18d018ca91f18e80f4f874d.jpg,640,640,0,0,0,0.0,0.0,0.8,person_015,5,normal
146,IMG_8674_jpg.rf.351d490cf013218fe418efdb086514ad.jpg,640,640,1,1,0,0.0,20.0,0.8,person_015,6,suspicious_multiple
147,IMG_8605_jpg.rf.35324b229b6a87e6a0a0609b0f7a05c3.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_015,7,suspicious
148,IMG_9123_jpg.rf.33cb68777b4fe990425a92dd2536c014.jpg,640,640,1,0,0,0.0,0.0,0.8,person_015,8,suspicious
149,IMG_9180_jpg.rf.361cee4a4fde3d07bb476c5673c43763.jpg,640,640,0,0,0,0.0,0.0,0.8,person_015,9,normal
150,IMG_8620_jpg.rf.315b8cbe87b1b554d7e7fc2d96440216.jpg,640,640,1,0,0,0.0,0.0,0.8,person_016,0,suspicious
151,IMG_9205_jpg.rf.2c6b99bf513f7ae0ffdb112fcf30c858.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_016,1,suspicious
152,IMG_9034_jpg.rf.346fd5f25e2994f85ffa4075f649734d.jpg,640,640,0,1,0,0.0,20.0,0.8,person_016,2,suspicious
153,IMG_8616_jpg.rf.2edc3b1fb4e21f476da7cf2b45c679b8.jpg,640,640,0,1,0,0.0,20.0,0.8,person_016,3,suspicious
154,IMG_8639_jpg.rf.365c3d1ea481c82c394e97118454c97d.jpg,640,640,1,0,0,0.0,0.0,0.8,person_016,4,suspicious
155,IMG_9089_jpg.rf.32dfb6b6619cbe05e9e96af51b1756a3.jpg,640,640,1,0,0,0.0,0.0,0.8,person_016,5,suspicious
156,IMG_8718_jpg.rf.374b5db7dbe54b04ffc079bbf9f25560.jpg,640,640,0,0,0,0.0,0.0,0.8,person_016,6,normal
157,IMG_8708_jpg.rf.36cf39717da182be7aa0947dc5a326c7.jpg,640,640,0,0,0,0.0,0.0,0.8,person_016,7,normal
158,IMG_8704_jpg.rf.3b108d6a8cea97a8e226d00017b8cd48.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_016,8,suspicious_multiple
159,IMG_8699_jpg.rf.33638d1d0503eb63e511bab3fdd1d678.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_016,9,suspicious
160,IMG_8655_jpg.rf.3a3ff528f22b53e16a4b5cb0343041db.jpg,640,640,0,0,0,0.0,0.0,0.8,person_017,0,normal
161,IMG_8611_jpg.rf.337c276b84681ee564615f480f68708e.jpg,640,640,1,0,0,0.0,0.0,0.8,person_017,1,suspicious
162,IMG_9153_jpg.rf.35b38b396d6d1733274eba8ba98e222b.jpg,640,640,0,0,0,0.0,0.0,0.8,person_017,2,normal
163,IMG_8666_jpg.rf.3b69262cde3917d83c5d6960c32ab957.jpg,640,640,0,0,0,0.0,0.0,0.8,person_017,3,normal
164,IMG_9125_jpg.rf.31960d5e62adb71615c6012572f6087d.jpg,640,640,1,0,0,0.0,0.0,0.8,person_017,4,suspicious
165,IMG_9180_jpg.rf.348e5fcb0d7547431016e28fb137a45d.jpg,640,640,0,0,0,0.0,0.0,0.8,person_017,5,normal
166,IMG_8753_jpg.rf.3621271754d528fd83d581d00de83fc7.jpg,640,640,1,0,0,0.0,0.0,0.8,person_017,6,suspicious
167,IMG_9123_jpg.rf.3954eef909e24bba6ccba286799d94ca.jpg,640,640,1,0,0,0.0,0.0,0.8,person_017,7,suspicious
168,IMG_8708_jpg.rf.381f6d611127f8833354ed9aa014edab.jpg,640,640,0,0,0,0.0,0.0,0.8,person_017,8,normal
169,IMG_8712_jpg.rf.34686974c850e0d1acc5bae7e81067d1.jpg,640,640,0,1,0,0.0,20.0,0.8,person_017,9,suspicious
170,IMG_8674_jpg.rf.3cc12e4a9be55c88db6edded0573c160.jpg,640,640,1,1,0,0.0,20.0,0.8,person_018,0,suspicious_multiple
171,IMG_9044_jpg.rf.3c9dd7a720ce38ac5425e3bffadd92ab.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_018,1,suspicious
172,IMG_8567_jpg.rf.3535761deb08646e5fb215d4f0a92644.jpg,640,640,0,0,0,0.0,0.0,0.8,person_018,2,normal
173,IMG_8574_jpg.rf.38e400eba4fac18f05a1f9f8c62ab565.jpg,640,640,0,0,0,0.0,0.0,0.8,person_018,3,normal
174,IMG_8706_jpg.rf.36dac6723b1864a5dc92ea60f4c288e6.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_018,4,suspicious
175,IMG_8615_jpg.rf.3d63439e20c2a6eec7ff200ad59b5f64.jpg,640,640,0,1,0,0.0,20.0,0.8,person_018,5,suspicious
176,IMG_8637_jpg.rf.3d46f1be6e7d4b9fbfb4809f04bd7169.jpg,640,640,1,0,0,0.0,0.0,0.8,person_018,6,suspicious
177,IMG_9148_jpg.rf.39d0364647dbaa96282aaa9f351aa2f2.jpg,640,640,0,0,0,0.0,0.0,0.8,person_018,7,normal
178,IMG_8578_jpg.rf.39a039d0c10929c7dd905f9f7f94ee29.jpg,640,640,0,0,0,0.0,0.0,0.8,person_018,8,normal
179,IMG_8636_jpg.rf.3464d62e73e91090ecaca3fdfaeba546.jpg,640,640,1,0,0,0.0,0.0,0.8,person_018,9,suspicious
180,IMG_9114_jpg.rf.3d6db5aabc4e507251197e9832c53cf8.jpg,640,640,1,0,0,0.0,0.0,0.8,person_019,0,suspicious
181,IMG_8656_jpg.rf.3add9ee3a1bda9098d76e62780dbbe29.jpg,640,640,0,0,0,0.0,0.0,0.8,person_019,1,normal
182,IMG_8707_jpg.rf.39508401757882cc061e0704b4de930d.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_019,2,suspicious
183,IMG_9133_jpg.rf.3e9df31e087b02761497674a5ef47e35.jpg,640,640,1,0,0,0.0,0.0,0.8,person_019,3,suspicious
184,IMG_9018_jpg.rf.3f72e4b5092023c570398bbb741a8556.jpg,640,640,0,1,0,0.0,20.0,0.8,person_019,4,suspicious
185,IMG_9167_jpg.rf.40f7f25a54ec61fa82d25c0c5e83047b.jpg,640,640,0,0,0,0.0,0.0,0.8,person_019,5,normal
186,IMG_9185_jpg.rf.390c0e0909573fed4ea536e501f4a4e6.jpg,640,640,0,0,0,0.0,0.0,0.8,person_019,6,normal
187,IMG_8642_jpg.rf.3fd5e59eae615ae88987391491bf755d.jpg,640,640,0,1,0,0.0,20.0,0.8,person_019,7,suspicious
188,IMG_9175_jpg.rf.3e54b322641c9b95e1313f95e9ee5ed1.jpg,640,640,0,0,0,0.0,0.0,0.8,person_019,8,normal
189,IMG_8634_jpg.rf.3c39b07a94044d8e4f9d9ff85b29306b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_019,9,suspicious
190,IMG_9167_jpg.rf.3f754b482369a6738756740bdeaf43f1.jpg,640,640,0,0,0,0.0,0.0,0.8,person_020,0,normal
191,IMG_8634_jpg.rf.3e01ce0dce7329264b1e645a40848b25.jpg,640,640,1,0,0,0.0,0.0,0.8,person_020,1,suspicious
192,IMG_9072_jpg.rf.41503b5694481976013e96379f4e03b4.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_020,2,suspicious
193,IMG_9183_jpg.rf.416abbd6daf53b8f734a1163a8047c06.jpg,640,640,0,0,0,0.0,0.0,0.8,person_020,3,normal
194,IMG_9154_jpg.rf.42a848da300519d16f905d43eee1789f.jpg,640,640,0,0,0,0.0,0.0,0.8,person_020,4,normal
195,IMG_9160_jpg.rf.41123d5eaac29df79919546a9c3e66cb.jpg,640,640,1,0,0,0.0,0.0,0.8,person_020,5,suspicious
196,IMG_8614_jpg.rf.42eef0a858a1895dd06d65f5e893eb60.jpg,640,640,0,1,0,0.0,20.0,0.8,person_020,6,suspicious
197,IMG_9074_jpg.rf.411608961484afd37ee02b3e48d49eee.jpg,640,640,1,0,0,0.0,0.0,0.8,person_020,7,suspicious
198,IMG_8693_jpg.rf.3bf6d5f727bc6bbb84d624d4f49167bf.jpg,640,640,0,1,0,0.0,20.0,0.8,person_020,8,suspicious_multiple
199,IMG_9034_jpg.rf.398a61f4570d7a9ab4e4fd1e97dc6314.jpg,640,640,0,1,0,0.0,20.0,0.8,person_020,9,suspicious
200,IMG_8573_jpg.rf.430b1ec1a13839b974ce7e5b56f07627.jpg,640,640,0,0,0,0.0,0.0,0.8,person_021,0,normal
201,IMG_8562_jpg.rf.439cfd3c5ef4eed2586f93eafa8f9e6d.jpg,640,640,0,0,0,0.0,0.0,0.8,person_021,1,normal
202,IMG_9132_jpg.rf.3cfe81a5cb3af97fbc0dd9c18e3b04da.jpg,640,640,1,0,0,0.0,0.0,0.8,person_021,2,suspicious
203,IMG_8734_jpg.rf.415e367b215c26279b665ecef2afe599.jpg,640,640,1,0,0,0.0,0.0,0.8,person_021,3,suspicious
204,IMG_9117_jpg.rf.3e24f5272abee7cc0111b0205bbbc4f3.jpg,640,640,1,0,0,0.0,0.0,0.8,person_021,4,suspicious
205,IMG_9121_jpg.rf.3fe14060adc9c7376e0153e078b82356.jpg,640,640,1,0,0,0.0,0.0,0.8,person_021,5,suspicious
206,IMG_9188_jpg.rf.3f56b26d823e5e36c96e99aa1dbc433c.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_021,6,suspicious
207,IMG_9022_jpg.rf.416da428d1e61ac6525766fc17d4772f.jpg,640,640,0,1,0,0.0,20.0,0.8,person_021,7,suspicious
208,IMG_9139_jpg.rf.3c94f26a48430c6aee9e0532f35ce053.jpg,640,640,1,0,0,0.0,0.0,0.8,person_021,8,suspicious
209,IMG_8675_jpg.rf.433fb07ca7fcea5073fa66c6a5c8b25e.jpg,640,640,1,0,0,0.0,0.0,0.8,person_021,9,suspicious
210,IMG_9151_jpg.rf.45f05b854db18f6b22b51e77d441692d.jpg,640,640,0,0,0,0.0,0.0,0.8,person_022,0,normal
211,IMG_9013_jpg.rf.45df26b4a89977abb3ff642a94f99bdc.jpg,640,640,0,0,0,0.0,0.0,0.8,person_022,1,normal
212,IMG_8667_jpg.rf.46861b136074762dbe20a3a49d4029ee.jpg,640,640,1,0,0,0.0,0.0,0.8,person_022,2,suspicious
213,IMG_9102_jpg.rf.43aadb6600096e0e9fcd92e543cbddc7.jpg,640,640,1,0,0,0.0,0.0,0.8,person_022,3,suspicious
214,IMG_9182_jpg.rf.45a1b74a59792fbcd46194ffb5a5ce2f.jpg,640,640,0,0,0,0.0,0.0,0.8,person_022,4,normal
215,IMG_9184_jpg.rf.4ceab532c94fe4d358125e49994521d4.jpg,640,640,0,0,0,0.0,0.0,0.8,person_022,5,normal
216,IMG_9070_jpg.rf.4d645d62893ebf4c4005201c57ab89bc.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_022,6,suspicious
217,IMG_9030_jpg.rf.4bbc2f86d3315cad0e72ba269a74967a.jpg,640,640,0,1,0,0.0,20.0,0.8,person_022,7,suspicious
218,IMG_9175_jpg.rf.439ed5b2beea16516b0ac10209f33cf3.jpg,640,640,0,0,0,0.0,0.0,0.8,person_022,8,normal
219,IMG_9010_jpg.rf.464102bebabb806d927f585658cb66af.jpg,640,640,0,0,0,0.0,0.0,0.8,person_022,9,normal
220,IMG_8614_jpg.rf.46d43018f23d42296ac839eecf0e1593.jpg,640,640,0,1,0,0.0,20.0,0.8,person_023,0,suspicious
221,IMG_9037_jpg.rf.45e54c25968987809706e8539ef95c09.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_023,1,suspicious
222,IMG_9082_jpg.rf.4d90a28d224642587a896075bab22f2a.jpg,640,640,1,0,0,0.0,0.0,0.8,person_023,2,suspicious
223,IMG_8643_jpg.rf.4e12c8da031a7f1e90abe1b42445c82f.jpg,640,640,1,0,0,0.0,0.0,0.8,person_023,3,suspicious
224,IMG_9187_jpg.rf.4715254b8165224c714e40a50d2c77ee.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_023,4,suspicious
225,IMG_8670_jpg.rf.4f5afd5bae0855a482319521f5f54962.jpg,640,640,1,1,0,0.0,20.0,0.8,person_023,5,suspicious_multiple
226,IMG_9041_jpg.rf.485acd0985acd0953d5569ac0dcd871f.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_023,6,suspicious
227,IMG_9133_jpg.rf.499895c9b0cb0c38226064fd36c6e6f3.jpg,640,640,1,0,0,0.0,0.0,0.8,person_023,7,suspicious
228,IMG_9156_jpg.rf.4600f43fe0dd2c4cc1ccbc6c963afbe7.jpg,640,640,0,0,0,0.0,0.0,0.8,person_023,8,normal
229,IMG_8673_jpg.rf.50581ace12f676b3d64c714dab5a738a.jpg,640,640,1,1,0,0.0,20.0,0.8,person_023,9,suspicious_multiple
230,IMG_9203_jpg.rf.5124524fec8fa1f440a468b02fe74090.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_024,0,suspicious
231,IMG_9199_jpg.rf.510a5551ca510deb3288bc4b83461e36.jpg,640,640,0,1,0,0.0,20.0,0.8,person_024,1,suspicious
232,IMG_8740_jpg.rf.4e1c8d84f808598f4a879e5e1f90bfa2.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_024,2,suspicious
233,IMG_9016_jpg.rf.4a18a5dfd69e758bfbfffd0799a109f6.jpg,640,640,0,1,0,0.0,20.0,0.8,person_024,3,suspicious
234,IMG_8604_jpg.rf.4d16ba723c72b75ffc9694d255f0855a.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_024,4,suspicious
235,IMG_9047_jpg.rf.4719a007f4bb102160f282f86270859b.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_024,5,suspicious
236,IMG_8565_jpg.rf.51c4e87e58145724116874c57de33fdc.jpg,640,640,0,0,0,0.0,0.0,0.8,person_024,6,normal
237,IMG_9204_jpg.rf.51caaee4caf91977c9f79f198ca169d2.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_024,7,suspicious
238,IMG_9015_jpg.rf.52287f27801855353a20239b9fe397b8.jpg,640,640,0,0,0,0.0,0.0,0.8,person_024,8,normal
239,IMG_9205_jpg.rf.500b3ab95446956c29654574c7aeef1d.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_024,9,suspicious
240,IMG_8569_jpg.rf.517e106371cb30dccd6458f632a0aa20.jpg,640,640,0,0,0,0.0,0.0,0.8,person_025,0,normal
241,IMG_8627_jpg.rf.53083faf83cc520d8083eb683c5cd893.jpg,640,640,1,0,0,0.0,0.0,0.8,person_025,1,suspicious
242,IMG_8600_jpg.rf.51b1df1f65382b0e097d942de641b6f9.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_025,2,suspicious
243,IMG_8598_jpg.rf.535fe16cb176bf66e2dbeaea3eb099f0.jpg,640,640,1,0,0,0.0,0.0,0.8,person_025,3,suspicious
244,IMG_8678_jpg.rf.4a5700f0b8ff1ebd0c0c5e4f4c423d6c.jpg,640,640,1,1,0,0.0,20.0,0.8,person_025,4,suspicious_multiple
245,IMG_8616_jpg.rf.50fd06f1fcb74cf50372f9678c4867ca.jpg,640,640,0,1,0,0.0,20.0,0.8,person_025,5,suspicious
246,IMG_8636_jpg.rf.544b832e23c54aa294e49d5b7b12e921.jpg,640,640,1,0,0,0.0,0.0,0.8,person_025,6,suspicious
247,IMG_9139_jpg.rf.504ec2907ca0c4ef1485a5cc4679dec5.jpg,640,640,1,0,0,0.0,0.0,0.8,person_025,7,suspicious
248,IMG_9064_jpg.rf.4a34cdc7df2a1a7a4210463fca636dc9.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_025,8,suspicious
249,IMG_9090_jpg.rf.54bad9c425fc8a5c8b08bf6a73dffeea.jpg,640,640,1,0,0,0.0,0.0,0.8,person_025,9,suspicious
250,IMG_9012_jpg.rf.4b40cedf784a4e36165cc7a074a16bfa.jpg,640,640,0,0,0,0.0,0.0,0.8,person_026,0,normal
251,IMG_9181_jpg.rf.53f96aa981fe567e55a69da9024bea39.jpg,640,640,0,0,0,0.0,0.0,0.8,person_026,1,normal
252,IMG_8701_jpg.rf.543890b74f6018307f3669ca35cc4da8.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_026,2,suspicious_multiple
253,IMG_8608_jpg.rf.54f4e90aedd59c2b06bf86b89f79773a.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_026,3,suspicious
254,IMG_9096_jpg.rf.51819a0b160eb699b5c0f99f78b35da2.jpg,640,640,1,0,0,0.0,0.0,0.8,person_026,4,suspicious
255,IMG_9098_jpg.rf.52293fd7a51473f0511f8ee0eacddf2f.jpg,640,640,1,0,0,0.0,0.0,0.8,person_026,5,suspicious
256,IMG_8654_jpg.rf.4ae7efb14f0bb210f7a6e9029d1e25f0.jpg,640,640,0,0,0,0.0,0.0,0.8,person_026,6,normal
257,IMG_9069_jpg.rf.5049aee3f4ecb1a5824c8b51db264b2b.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_026,7,suspicious
258,IMG_9041_jpg.rf.5244da6384297b815e261db9743b0a07.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_026,8,suspicious
259,IMG_9035_jpg.rf.56d399e7a642d0e921cd167f8decef8e.jpg,640,640,0,1,0,0.0,20.0,0.8,person_026,9,suspicious
260,IMG_8709_jpg.rf.513b1a7364d26e320452da59e47e6900.jpg,640,640,0,0,0,0.0,0.0,0.8,person_027,0,normal
261,IMG_9146_jpg.rf.579de7ce7864328de9054ffe97bf8020.jpg,640,640,0,0,0,0.0,0.0,0.8,person_027,1,normal
262,IMG_8736_jpg.rf.4a827e336bdb8016635d6c4a3260d0a5.jpg,640,640,1,0,0,0.0,0.0,0.8,person_027,2,suspicious
263,IMG_9091_jpg.rf.58488f7e4394aa2f0e93b0fc1c60e52b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_027,3,suspicious
264,IMG_8591_jpg.rf.534d5dd1177cb680274fa0b7ceb98139.jpg,640,640,1,0,0,0.0,0.0,0.8,person_027,4,suspicious
265,IMG_8579_jpg.rf.582d66feee5333194962584146e2bc80.jpg,640,640,0,0,0,0.0,0.0,0.8,person_027,5,normal
266,IMG_8759_jpg.rf.4cbb79e680057c83db19126d3287bb11.jpg,640,640,1,0,0,0.0,0.0,0.8,person_027,6,suspicious
267,IMG_8729_jpg.rf.5483ddc4014d1971cc05b027240bce17.jpg,640,640,0,0,0,0.0,0.0,0.8,person_027,7,normal
268,IMG_9183_jpg.rf.58e31c8cb97b7f850f76bf0afe6a5e2f.jpg,640,640,0,0,0,0.0,0.0,0.8,person_027,8,normal
269,IMG_9154_jpg.rf.58654332aab30f238a1cae921553a6f4.jpg,640,640,0,0,0,0.0,0.0,0.8,person_027,9,normal
270,IMG_8663_jpg.rf.586b91180c414546ca5abf21c1cd2469.jpg,640,640,0,0,0,0.0,0.0,0.8,person_028,0,normal
271,IMG_8652_jpg.rf.57af334c3d8d156cc5178f5c1719425f.jpg,640,640,0,0,0,0.0,0.0,0.8,person_028,1,normal
272,IMG_8599_jpg.rf.588408c7c6f8d6cf61c96c6315d8e5ef.jpg,640,640,1,0,0,0.0,0.0,0.8,person_028,2,suspicious
273,IMG_9112_jpg.rf.55f59fe55824126a8045091117faac24.jpg,640,640,1,0,0,0.0,0.0,0.8,person_028,3,suspicious
274,IMG_9026_jpg.rf.59764319bb403eb4d8c27432103e8f58.jpg,640,640,0,1,0,0.0,20.0,0.8,person_028,4,suspicious
275,IMG_8639_jpg.rf.560bd783c149b7b7de69ea4f84e1403b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_028,5,suspicious
276,IMG_8737_jpg.rf.5680a95806cf30b8303a2266590ca047.jpg,640,640,1,0,0,0.0,0.0,0.8,person_028,6,suspicious
277,IMG_9164_jpg.rf.4b2fe71d703a1822b05a19ff9ec0adee.jpg,640,640,0,0,0,0.0,0.0,0.8,person_028,7,normal
278,IMG_9047_jpg.rf.58fca5da20db19ee1c0a0042c68b59b0.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_028,8,suspicious
279,IMG_8573_jpg.rf.59aa837cfc2ed07185efc9be039798b9.jpg,640,640,0,0,0,0.0,0.0,0.8,person_028,9,normal
280,IMG_8689_jpg.rf.5700db8cd16f8352250f1eec3da167d3.jpg,640,640,1,0,0,0.0,0.0,0.8,person_029,0,suspicious
281,IMG_9038_jpg.rf.5d141d209ea423eee5f8fbb4ffbff0c2.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_029,1,suspicious
282,IMG_8748_jpg.rf.5b16fb470ad97c454b394a54630e429a.jpg,640,640,1,0,0,0.0,0.0,0.8,person_029,2,suspicious
283,IMG_8633_jpg.rf.5d8c9d96f96583f88db14eb3d26ab84d.jpg,640,640,1,0,0,0.0,0.0,0.8,person_029,3,suspicious
284,IMG_9087_jpg.rf.57513c26f5c4ab124c65f7b9bd1d31b3.jpg,640,640,1,0,0,0.0,0.0,0.8,person_029,4,suspicious
285,IMG_8727_jpg.rf.55d800a85befe66f2514188eecf5fc12.jpg,640,640,0,0,0,0.0,0.0,0.8,person_029,5,normal
286,IMG_8682_jpg.rf.5dd4e9fdc6d77061b04a6bc5fb1be54c.jpg,640,640,0,1,0,0.0,20.0,0.8,person_029,6,suspicious
287,IMG_8589_jpg.rf.5f0b12596ea7705c470a0bcc3fa05a66.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_029,7,suspicious
288,IMG_8579_jpg.rf.5f437f2abdd1e3d17b055debbf6fddfc.jpg,640,640,0,0,0,0.0,0.0,0.8,person_029,8,normal
289,IMG_9077_jpg.rf.57ff991acfc7c2e8a955af8dd023bdd2.jpg,640,640,1,0,0,0.0,0.0,0.8,person_029,9,suspicious
290,IMG_8629_jpg.rf.5ee970ccf769db30aed19ef8c4552a3c.jpg,640,640,1,0,0,0.0,0.0,0.8,person_030,0,suspicious
291,IMG_8654_jpg.rf.5fc592decc696ed03f672efa501e6de0.jpg,640,640,0,0,0,0.0,0.0,0.8,person_030,1,normal
292,IMG_8728_jpg.rf.5f51236d0761b6784007cd72fb02727f.jpg,640,640,0,0,0,0.0,0.0,0.8,person_030,2,normal
293,IMG_9194_jpg.rf.5a5ae2168a73b677c1e755b7a8d225b4.jpg,640,640,0,1,0,0.0,20.0,0.8,person_030,3,suspicious
294,IMG_8665_jpg.rf.59744abe2c06f740b7281850e4203628.jpg,640,640,0,0,0,0.0,0.0,0.8,person_030,4,normal
295,IMG_8620_jpg.rf.616baeb1598250ef570037aeb987fa5c.jpg,640,640,1,0,0,0.0,0.0,0.8,person_030,5,suspicious
296,IMG_8622_jpg.rf.5a9e112370003e25fb58818cf616b429.jpg,640,640,1,0,0,0.0,0.0,0.8,person_030,6,suspicious
297,IMG_9016_jpg.rf.59a6f79870f435231142c1e46e9f33ba.jpg,640,640,0,1,0,0.0,20.0,0.8,person_030,7,suspicious
298,IMG_8660_jpg.rf.601d20bcfce46077c81b9c64d1867ea0.jpg,640,640,0,0,0,0.0,0.0,0.8,person_030,8,normal
299,IMG_8600_jpg.rf.4b1999e6cc4fb441a35f8158a05b169d.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_030,9,suspicious
300,IMG_8633_jpg.rf.61c6c7db32028c02cde5ff2c403773ad.jpg,640,640,1,0,0,0.0,0.0,0.8,person_031,0,suspicious
301,IMG_8591_jpg.rf.5ad669a403bcdfa4cdfc7369153a189b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_031,1,suspicious
302,IMG_9052_jpg.rf.450af4f05fdb47cbee7c53bedf67a4cf.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_031,2,suspicious
303,IMG_9179_jpg.rf.5fd02abcde0210c488faa26dcbb01a10.jpg,640,640,0,0,0,0.0,0.0,0.8,person_031,3,normal
304,IMG_8731_jpg.rf.6333c679cf41f3ffd5f2df92b2cf3059.jpg,640,640,0,1,0,0.0,20.0,0.8,person_031,4,suspicious
305,IMG_9148_jpg.rf.5c04ccfc79c2257f04b80e671e4a1ed3.jpg,640,640,0,0,0,0.0,0.0,0.8,person_031,5,normal
306,IMG_9174_jpg.rf.5bd955b32994130143678b0b62f86112.jpg,640,640,0,0,0,0.0,0.0,0.8,person_031,6,normal
307,IMG_8709_jpg.rf.6416229d8311115234e70296383d0d59.jpg,640,640,0,0,0,0.0,0.0,0.8,person_031,7,normal
308,IMG_8622_jpg.rf.5e474432de16ba371d4f9d22b29dbccc.jpg,640,640,1,0,0,0.0,0.0,0.8,person_031,8,suspicious
309,IMG_9158_jpg.rf.648ff05ba29e4e511c9d7e1387c0df3e.jpg,640,640,0,0,0,0.0,0.0,0.8,person_031,9,normal
310,IMG_9049_jpg.rf.5c1d65f013d59301ebd50a191dab140b.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_032,0,suspicious
311,IMG_8660_jpg.rf.649e414349c45576a27586673e47f6a2.jpg,640,640,0,0,0,0.0,0.0,0.8,person_032,1,normal
312,IMG_8758_jpg.rf.64d5feeb7faf6073e4fa68161d2d5f1e.jpg,640,640,1,0,0,0.0,0.0,0.8,person_032,2,suspicious
313,IMG_8569_jpg.rf.62c96275b92ba4f209b1e7091c5286c3.jpg,640,640,0,0,0,0.0,0.0,0.8,person_032,3,normal
314,IMG_8565_jpg.rf.64e54e1fb208bfb0e643afbf5277f0c6.jpg,640,640,0,0,0,0.0,0.0,0.8,person_032,4,normal
315,IMG_9076_jpg.rf.5f9511790e2504f3522a646b72625776.jpg,640,640,1,0,0,0.0,0.0,0.8,person_032,5,suspicious
316,IMG_8705_jpg.rf.64ee05f3b2badd173ea1d625f6219e33.jpg,640,640,0,1,0,0.0,20.0,0.8,person_032,6,suspicious
317,IMG_8649_jpg.rf.66bf724f1a828c6b115e97d3a826db9b.jpg,640,640,0,0,0,0.0,0.0,0.8,person_032,7,normal
318,IMG_9217_jpg.rf.65a8458e25cb608348114f97799203d3.jpg,640,640,0,1,0,0.0,20.0,0.8,person_032,8,suspicious
319,IMG_9186_jpg.rf.67bdf4b7fd87c281c534909fee9894df.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_032,9,suspicious
320,IMG_9028_jpg.rf.5fb1ecfe68832d2386df0f17b7efa2e7.jpg,640,640,0,1,0,0.0,20.0,0.8,person_033,0,suspicious
321,IMG_9212_jpg.rf.6235ff8208956c5280c75c40a7003720.jpg,640,640,0,1,0,0.0,20.0,0.8,person_033,1,suspicious
322,IMG_9010_jpg.rf.6abe1a88c64468e19087ea1b1f71d3ea.jpg,640,640,0,0,0,0.0,0.0,0.8,person_033,2,normal
323,IMG_8605_jpg.rf.624f59259fb5012d8762385d1ed33799.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_033,3,suspicious
324,IMG_9219_jpg.rf.659f43c1552342b5b02533cf13bc4cab.jpg,640,640,0,0,0,0.0,0.0,0.8,person_033,4,normal
325,IMG_8598_jpg.rf.6872256dd367463d28485e72956cb577.jpg,640,640,1,0,0,0.0,0.0,0.8,person_033,5,suspicious
326,IMG_9110_jpg.rf.6aef6122f0b67ca3e123966ac44daff1.jpg,640,640,1,0,0,0.0,0.0,0.8,person_033,6,suspicious
327,IMG_8592_jpg.rf.62c215556883822423ec93fff8b5e785.jpg,640,640,1,0,0,0.0,0.0,0.8,person_033,7,suspicious
328,IMG_9110_jpg.rf.6420b8fb4fe9929af6f7b5803df6865b.jpg,640,640,1,0,0,0.0,0.0,0.8,person_033,8,suspicious
329,IMG_8631_jpg.rf.67977ecdfbe13a8ccb3e545596a4e186.jpg,640,640,1,0,0,0.0,0.0,0.8,person_033,9,suspicious
330,IMG_9069_jpg.rf.66adb36ebc011c01c92ab2987d2b2d33.jpg,640,640,0,1,0,0.0,-20.0,0.8,person_034,0,suspicious
331,IMG_9184_jpg.rf.6596627dd587cf347fc545a55f702428.jpg,640,640,0,0,0,0.0,0.0,0.8,person_034,1,normal
